event,time,magnitude,band,source
SN1987A,47033.11,4.92,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47034.1,4.94,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47037.38,5.0300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47037.39,5.0300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47037.40,5.0200,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47040.16,4.98,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47041.04,4.99,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47041.37,5.0700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47041.37,5.0800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47041.39,5.0600,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47042.99,5,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47044.04,5.03,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47044.13,5.1000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47044.33,5.1000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47044.34,5.1000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47044.97,5.03,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47046.0,5.04,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47047.03,5.06,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47047.33,5.1300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47047.34,5.1400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47047.35,5.1300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47048.17,5.08,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47049.05,5.07,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47050.28,5.1500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47050.28,5.1600,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47050.29,5.1500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47052.11,5.1,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47054.13,5.13,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47054.27,5.1900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47054.28,5.2000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47054.29,5.2100,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47055.07,5.14,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47056.12,5.16,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47063.12,5.2,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47064.29,5.3000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47064.30,5.3000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47064.31,5.2900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47068.01,5.25,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47069.99,5.29,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47071.06,5.29,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47072.12,5.3,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47073.12,5.32,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47074.02,5.32,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47075.02,5.32,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47077.02,5.35,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47078.01,5.36,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47080.08,5.38,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47081.04,5.39,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47082.12,5.4,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47084.98,5.42,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47086.02,5.43,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47087.30,5.5200,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47087.31,5.5200,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47089.22,5.5500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47089.23,5.5500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47090.07,5.46,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47095.25,5.5900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47095.26,5.6100,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47095.87,5.52,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47096.31,5.6100,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47096.33,5.6100,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47098.01,5.55,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47098.87,5.55,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47099.97,5.57,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47100.98,5.57,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47101.94,5.58,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47102.94,5.59,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47103.23,5.6800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47103.25,5.6800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47103.26,5.6800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47104.01,5.6,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47104.94,5.61,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47105.87,5.62,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47106.29,5.7300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47106.30,5.7100,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47107.08,5.64,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47107.98,5.61,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47109.01,5.64,V,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47109.85,5.66,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47110.12,5.7400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47110.13,5.7400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47110.14,5.7400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47112.79,5.69,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47113.07,5.68,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47113.79,5.69,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47114.1,5.69,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47114.87,5.71,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47115.83,5.72,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47117.18,5.8300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47117.19,5.8100,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47117.21,5.8200,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47117.93,5.73,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47118.77,5.73,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47119.89,5.76,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47120.97,5.76,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47121.27,5.8500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47121.28,5.8500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47121.96,5.77,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47122.79,5.79,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47122.97,5.79,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47123.25,5.8700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47123.26,5.8700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47123.82,5.79,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47124.02,5.8,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47124.86,5.8,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47125.95,5.82,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47126.94,5.82,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47128.84,5.84,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47129.0,5.84,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47130.23,5.9300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47130.24,5.9400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47130.26,5.9300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47130.87,5.86,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47131.98,5.87,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47132.92,5.88,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47134.93,5.89,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47135.19,5.9800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47135.20,5.9800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47135.89,5.91,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47137.96,5.93,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47140.84,5.95,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47140.86,5.95,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47141.89,5.97,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47142.31,6.0500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47142.32,6.0600,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47142.85,5.97,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47143.86,5.98,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47143.98,5.98,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47144.78,5.99,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47145.16,6.0700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47145.18,6.0800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47145.19,6.0800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47146.83,6,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47147.13,6.1000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47147.15,6.1000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47147.79,6,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47148.86,6.03,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47151.15,6.1300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47151.16,6.1400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47151.17,6.1400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47151.84,6.06,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47151.94,6.05,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47152.93,6.06,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47154.01,6.07,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47154.94,6.09,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47155.82,6.1,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47156.83,6.11,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47157.81,6.11,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47158.14,6.1900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47158.15,6.2000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47158.16,6.2000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47158.84,6.12,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47159.88,6.13,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47162.08,6.15,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47162.87,6.16,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47163.9,6.16,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47164.89,6.18,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47165.9,6.18,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47166.10,6.2900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47166.11,6.2600,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47166.12,6.2700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47166.94,6.2,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47167.87,6.2,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47168.99,6.21,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47169.81,6.23,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47170.79,6.23,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47171.11,6.3100,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47171.12,6.3200,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47171.13,6.3200,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47171.9,6.24,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47172.88,6.26,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47173.9,6.27,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47174.9,6.28,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47175.8,6.28,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47176.82,6.29,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47177.88,6.3,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47178.10,6.3700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47178.11,6.3700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47178.12,6.3900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47180.09,6.3900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47180.10,6.4100,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47180.11,6.4000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47181.07,6.4500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47181.95,6.34,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47182.96,6.35,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47184.97,6.37,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47185.96,6.38,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47186.82,6.38,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47187.09,6.4600,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47187.10,6.4700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47187.81,6.4,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47188.81,6.41,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47189.11,6.4900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47189.12,6.4900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47189.14,6.4900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47190.79,6.42,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47191.87,6.44,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47192.83,6.44,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47193.79,6.45,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47194.12,6.5200,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47194.13,6.5300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47194.8,6.46,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47195.13,6.5400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47195.14,6.5400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47195.15,6.5400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47195.79,6.47,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47197.94,6.49,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47198.09,6.5700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47198.10,6.5700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47200.95,6.52,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47201.94,6.53,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47202.94,6.53,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47203.87,6.55,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47204.91,6.58,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47205.08,6.6300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47205.09,6.6300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47208.9,6.59,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47211.11,6.6900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47211.11,6.7000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47211.12,6.7100,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47211.77,6.62,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47212.77,6.62,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47213.77,6.64,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47214.8,6.66,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47216.81,6.67,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47218.06,6.7400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47218.07,6.7500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47218.82,6.68,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47218.84,6.69,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47219.04,6.7500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47219.82,6.71,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47221.03,6.7900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47221.04,6.7800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47221.05,6.7800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47222.81,6.73,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47223.81,6.74,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47227.06,6.8500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47227.07,6.8400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47229.77,6.83,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47231.03,6.8800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47231.04,6.8800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47231.05,6.8800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47232.79,6.83,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47234.78,6.85,V,"1988MNRAS.234P...5W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47235.75,6.86,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47236.02,6.9400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47236.03,6.9300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47236.04,6.9400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47236.75,6.87,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47238.75,6.89,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47239.75,6.91,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47240.05,6.9900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47240.06,6.9800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47240.07,6.9800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47240.75,6.91,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47241.75,6.92,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47242.75,6.93,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47243.10,7.0000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47243.11,7.0000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47243.75,6.94,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47245.04,7.0200,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47245.05,7.0100,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47245.75,6.96,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47246.74,6.97,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47247.74,6.98,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47249.00,7.0500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47249.01,7.0500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47249.02,7.0600,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47249.74,7,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
